location_id,city,state,postal_code,region
"94521,Concord",Concord,California,94521,West
"92025,Escondido",Escondido,California,92025,West
"90032,Los Angeles",Los Angeles,California,90032,West
"47905,Lafayette",Lafayette,Indiana,47905,Central
"8302,Bridgeton",Bridgeton,New Jersey,8302 ,East
"93101,Santa Barbara",Santa Barbara,California,93101,West
"38134,Bartlett",Bartlett,Tennessee,38134,South
"92253,La Quinta",La Quinta,California,92253,West
"2169,Quincy",Quincy,Massachusetts,2169 ,East
"92804,Anaheim",Anaheim,California,92804,West
"60462,Orland Park",Orland Park,Illinois,60462,Central
"37042,Clarksville",Clarksville,Tennessee,37042,South
"40324,Georgetown",Georgetown,Kentucky,40324,South
"74403,Muskogee",Muskogee,Oklahoma,74403,Central
"60543,Oswego",Oswego,Illinois,60543,Central
"7060,Plainfield",Plainfield,New Jersey,7060 ,East
"92404,San Bernardino",San Bernardino,California,92404,West
"32503,Pensacola",Pensacola,Florida,32503,South
"46203,Indianapolis",Indianapolis,Indiana,46203,Central
"78207,San Antonio",San Antonio,Texas,78207,Central
"78415,Corpus Christi",Corpus Christi,Texas,78415,Central
"6450,Meriden",Meriden,Connecticut,6450 ,East
"13601,Watertown",Watertown,New York,13601,East
"94526,Danville",Danville,California,94526,West
"60090,Wheeling",Wheeling,Illinois,60090,Central
"43017,Dublin",Dublin,Ohio,43017,East
"45040,Mason",Mason,Ohio,45040,East
"1453,Leominster",Leominster,Massachusetts,1453 ,East
"37130,Murfreesboro",Murfreesboro,Tennessee,37130,South
"6810,Danbury",Danbury,Connecticut,6810 ,East
"72209,Little Rock",Little Rock,Arkansas,72209,South
"52302,Marion",Marion,Iowa,52302,Central
"55044,Lakeville",Lakeville,Minnesota,55044,Central
"2149,Everett",Everett,Massachusetts,2149 ,East
"48104,Ann Arbor",Ann Arbor,Michigan,48104,Central
"80004,Arvada",Arvada,Colorado,80004,West
"95240,Lodi",Lodi,California,95240,West
"54302,Green Bay",Green Bay,Wisconsin,54302,Central
"1915,Beverly",Beverly,Massachusetts,1915 ,East
"57103,Sioux Falls",Sioux Falls,South Dakota,57103,Central
"21740,Hagerstown",Hagerstown,Maryland,21740,East
"36116,Montgomery",Montgomery,Alabama,36116,South
"6824,Fairfield",Fairfield,Connecticut,6824 ,East
"80501,Longmont",Longmont,Colorado,80501,West
"80634,Greeley",Greeley,Colorado,80634,West
"55113,Roseville",Roseville,Minnesota,55113,Central
"92307,Apple Valley",Apple Valley,California,92307,West
"39401,Hattiesburg",Hattiesburg,Mississippi,39401,South
"92020,El Cajon",El Cajon,California,92020,West
"48310,Sterling Heights",Sterling Heights,Michigan,48310,Central
"84020,Draper",Draper,Utah,84020,West
"91911,Chula Vista",Chula Vista,California,91911,West
"78664,Round Rock",Round Rock,Texas,78664,Central
"42071,Murray",Murray,Kentucky,42071,South
"47201,Columbus",Columbus,Indiana,47201,Central
"33319,Tamarac",Tamarac,Florida,33319,South
"94591,Vallejo",Vallejo,California,94591,West
"94110,San Francisco",San Francisco,California,94110,West
"31088,Warner Robins",Warner Robins,Georgia,31088,South
"33311,Fort Lauderdale",Fort Lauderdale,Florida,33311,South
"22204,Arlington",Arlington,Virginia,22204,South
"2038,Franklin",Franklin,Massachusetts,2038 ,East
"76017,Arlington",Arlington,Texas,76017,Central
"90008,Los Angeles",Los Angeles,California,90008,West
"2920,Cranston",Cranston,Rhode Island,2920 ,East
"3301,Concord",Concord,New Hampshire,3301 ,East
"58103,Fargo",Fargo,North Dakota,58103,Central
"4401,Bangor",Bangor,Maine,4401 ,East
"97301,Salem",Salem,Oregon,97301,West
"11757,Lindenhurst",Lindenhurst,New York,11757,East
"98002,Auburn",Auburn,Washington,98002,West
"13501,Utica",Utica,New York,13501,East
"60610,Chicago",Chicago,Illinois,60610,Central
"61701,Bloomington",Bloomington,Illinois,61701,Central
"36608,Mobile",Mobile,Alabama,36608,South
"62301,Quincy",Quincy,Illinois,62301,Central
"19901,Dover",Dover,Delaware,19901,East
"37075,Hendersonville",Hendersonville,Tennessee,37075,South
"29483,Summerville",Summerville,South Carolina,29483,South
"75051,Grand Prairie",Grand Prairie,Texas,75051,Central
"84043,Lehi",Lehi,Utah,84043,West
"60174,Saint Charles",Saint Charles,Illinois,60174,Central
"10024,New York City",New York City,New York,10024,East
"33614,Tampa",Tampa,Florida,33614,South
"14215,Buffalo",Buffalo,New York,14215,East
"60653,Chicago",Chicago,Illinois,60653,Central
