order_id;order_date;ship_date;ship_mode;customer_id;sales_rep;location_id;product_id;sales;quantity;discount;profit;order_serial_id
CA-2014-106719;2014-08-24;2014-08-24;Same Day;RB-19645;Stella Given;59102,Billings;OFF-BI-10002799;8.29;2;0.2;2.69;3032
CA-2017-116855;2017-12-17;2017-12-21;Standard Class;AI-10855;Organic;23320,Chesapeake;FUR-CH-10003846;504.9;5;0.0;80.78;3033
US-2016-164189;2016-03-24;2016-03-28;Standard Class;DR-12880;Sheila Stones;97030,Gresham;TEC-PH-10003691;403.17;4;0.2;25.2;3034
CA-2015-168480;2015-09-21;2015-09-27;Standard Class;DM-12955;Mary Gerrard;48146,Lincoln Park;FUR-BO-10000468;194.32;4;0.0;31.09;3035
CA-2015-168480;2015-09-21;2015-09-27;Standard Class;DM-12955;Anne Wu;48146,Lincoln Park;OFF-AR-10001044;25.99;1;0.0;7.54;3036
US-2016-114293;2016-11-21;2016-11-26;Standard Class;JH-16180;Organic;97030,Gresham;FUR-CH-10003833;195.14;4;0.2;-12.2;3037
CA-2017-134173;2017-09-16;2017-09-21;Standard Class;AB-10060;Sheila Stones;19143,Philadelphia;OFF-PA-10004355;20.74;4;0.2;7.26;3038
US-2015-123960;2015-06-11;2015-06-16;Standard Class;BD-11605;Organic;71203,Monroe;TEC-AC-10003038;53.7;6;0.0;10.2;3039
US-2015-123960;2015-06-11;2015-06-16;Standard Class;BD-11605;Organic;71203,Monroe;OFF-BI-10002799;36.26;7;0.0;16.68;3040
US-2015-123960;2015-06-11;2015-06-16;Standard Class;BD-11605;Organic;71203,Monroe;OFF-AR-10003582;56.3;2;0.0;15.76;3041
US-2015-123960;2015-06-11;2015-06-16;Standard Class;BD-11605;Organic;71203,Monroe;OFF-PA-10004451;32.4;5;0.0;15.55;3042
US-2015-123960;2015-06-11;2015-06-16;Standard Class;BD-11605;Organic;71203,Monroe;FUR-FU-10004666;29.16;2;0.0;10.79;3043
CA-2017-101749;2017-10-03;2017-10-08;Standard Class;AS-10045;Anne Wu;91104,Pasadena;FUR-TA-10001520;171.29;3;0.2;-6.42;3044
US-2016-147991;2016-05-05;2016-05-09;Standard Class;ZD-21925;Organic;37421,Chattanooga;FUR-FU-10004270;16.72;5;0.2;3.34;3045
CA-2017-149559;2017-09-11;2017-09-12;Same Day;KF-16285;Erica Jones;90805,Long Beach;OFF-PA-10003172;12.96;2;0.0;6.22;3046
CA-2017-149559;2017-09-11;2017-09-12;Same Day;KF-16285;Thompson Crawford;90805,Long Beach;OFF-EN-10002312;22.18;2;0.0;10.87;3047
CA-2017-149559;2017-09-11;2017-09-12;Same Day;KF-16285;Jimmy Grey;90805,Long Beach;FUR-CH-10002320;2054.27;8;0.2;256.78;3048
CA-2015-135174;2015-04-30;2015-05-02;Second Class;BP-11230;Organic;45373,Troy;TEC-PH-10001530;1022.97;5;0.4;-255.74;3049
CA-2017-125290;2017-11-06;2017-11-10;Second Class;CC-12430;Mary Gerrard;55407,Minneapolis;OFF-AR-10001216;13.9;5;0.0;3.61;3050
CA-2017-125290;2017-11-06;2017-11-10;Second Class;CC-12430;Mary Gerrard;55407,Minneapolis;OFF-PA-10003127;26.38;1;0.0;12.13;3051
CA-2014-137351;2014-09-30;2014-10-04;Standard Class;DB-13615;Organic;98105,Seattle;OFF-BI-10003910;43.18;7;0.2;13.49;3052
CA-2017-121419;2017-04-02;2017-04-04;First Class;TC-21475;Steve Pepple;31907,Columbus;FUR-TA-10004534;411.8;2;0.0;70.01;3053
CA-2017-121419;2017-04-02;2017-04-04;First Class;TC-21475;Daniel Gates;31907,Columbus;TEC-AC-10000892;360.0;4;0.0;129.6;3054
US-2017-148054;2017-10-06;2017-10-11;Standard Class;NZ-18565;Erica Jones;83642,Meridian;FUR-FU-10003247;41.96;2;0.0;2.94;3055
US-2017-148054;2017-10-06;2017-10-11;Standard Class;NZ-18565;Jimmy Grey;83642,Meridian;OFF-AP-10004336;227.84;4;0.0;66.07;3056
US-2017-148054;2017-10-06;2017-10-11;Standard Class;NZ-18565;Morris Garcia;83642,Meridian;OFF-PA-10001295;37.94;2;0.0;18.21;3057
CA-2016-128517;2016-04-09;2016-04-14;Second Class;SW-20350;Morris Garcia;48227,Detroit;TEC-PH-10002555;517.9;2;0.0;134.65;3058
CA-2016-128517;2016-04-09;2016-04-14;Second Class;SW-20350;Daniel Gates;48227,Detroit;OFF-BI-10000831;5.28;2;0.0;2.43;3059
US-2015-100377;2015-08-28;2015-09-01;Standard Class;TS-21370;Sheila Stones;60623,Chicago;TEC-CO-10001046;2799.96;5;0.2;874.99;3060
CA-2017-131492;2017-10-19;2017-10-24;Second Class;HH-15010;Stella Given;94110,San Francisco;OFF-EN-10002973;8.96;2;0.0;4.3;3061
CA-2017-131492;2017-10-19;2017-10-24;Second Class;HH-15010;Thompson Crawford;94110,San Francisco;OFF-LA-10001641;31.5;10;0.0;15.12;3062
CA-2017-131492;2017-10-19;2017-10-24;Second Class;HH-15010;Jimmy Grey;94110,San Francisco;FUR-FU-10003878;30.56;2;0.0;10.39;3063
CA-2017-131492;2017-10-19;2017-10-24;Second Class;HH-15010;Alan Ray;94110,San Francisco;FUR-TA-10003837;24.37;2;0.2;-3.35;3064
CA-2016-144554;2016-11-07;2016-11-12;Standard Class;DM-13345;Jimmy Grey;43055,Newark;TEC-AC-10002800;119.98;3;0.2;22.5;3065
CA-2017-127621;2017-03-03;2017-03-07;Standard Class;RE-19450;Organic;75081,Dallas;OFF-PA-10001307;26.88;8;0.2;9.74;3066
CA-2015-145184;2015-11-27;2015-11-29;First Class;JD-16150;Jessica Smith;19711,Newark;TEC-PH-10002350;83.97;3;0.0;23.51;3067
CA-2015-145184;2015-11-27;2015-11-29;First Class;JD-16150;Alan Ray;19711,Newark;TEC-AC-10000397;104.97;3;0.0;7.35;3068
CA-2017-106859;2017-03-13;2017-03-18;Second Class;BF-11215;Anne Wu;87105,Albuquerque;OFF-ST-10000615;90.8;8;0.0;25.42;3069
CA-2017-106859;2017-03-13;2017-03-18;Second Class;BF-11215;Daniel Gates;87105,Albuquerque;TEC-PH-10004531;140.74;8;0.2;49.26;3070
CA-2017-106859;2017-03-13;2017-03-18;Second Class;BF-11215;Anne Wu;87105,Albuquerque;TEC-AC-10004001;214.95;5;0.0;88.13;3071
CA-2017-106859;2017-03-13;2017-03-18;Second Class;BF-11215;Abigail Thompson;87105,Albuquerque;OFF-PA-10001534;45.36;7;0.0;21.77;3072
CA-2017-106859;2017-03-13;2017-03-18;Second Class;BF-11215;Morris Garcia;87105,Albuquerque;OFF-PA-10001815;288.24;6;0.0;138.36;3073
US-2017-120089;2017-11-30;2017-11-30;Same Day;ML-17755;Morris Garcia;43615,Toledo;OFF-AP-10003779;663.94;4;0.2;82.99;3074
CA-2014-119375;2014-11-17;2014-11-22;Standard Class;YC-21895;Thompson Crawford;19711,Newark;OFF-ST-10002011;2934.33;7;0.0;792.27;3075
CA-2014-119375;2014-11-17;2014-11-22;Standard Class;YC-21895;Erica Jones;19711,Newark;FUR-FU-10002379;124.41;3;0.0;14.93;3076
CA-2014-119375;2014-11-17;2014-11-22;Standard Class;YC-21895;Abigail Thompson;19711,Newark;OFF-AR-10003752;57.75;5;0.0;26.57;3077
CA-2016-125206;2016-01-03;2016-01-05;First Class;LR-16915;Organic;90045,Los Angeles;OFF-ST-10003692;114.46;2;0.0;28.62;3078
CA-2015-126137;2015-10-03;2015-10-08;Standard Class;BS-11755;Organic;90032,Los Angeles;FUR-BO-10004409;120.67;2;0.15;18.45;3079
CA-2014-143903;2014-07-20;2014-07-24;Standard Class;KM-16375;Morris Garcia;75217,Dallas;OFF-ST-10003306;342.86;3;0.2;38.57;3080
CA-2014-143903;2014-07-20;2014-07-24;Standard Class;KM-16375;Alan Ray;75217,Dallas;FUR-FU-10003724;16.74;5;0.6;-14.23;3081
CA-2014-143903;2014-07-20;2014-07-24;Standard Class;KM-16375;Daniel Gates;75217,Dallas;FUR-CH-10002024;981.37;2;0.3;-140.2;3082
CA-2014-104780;2014-05-21;2014-05-25;Standard Class;BT-11530;Steve Pepple;92037,San Diego;OFF-AR-10003514;31.84;8;0.0;10.51;3083
CA-2017-101182;2017-09-04;2017-09-05;First Class;KB-16405;Stella Given;92307,Apple Valley;OFF-PA-10001800;12.96;2;0.0;6.22;3084
CA-2017-101182;2017-09-04;2017-09-05;First Class;KB-16405;Alan Ray;92307,Apple Valley;TEC-PH-10003589;43.18;3;0.2;15.11;3085
US-2017-132297;2017-05-27;2017-06-02;Standard Class;DW-13480;Steve Pepple;40214,Louisville;OFF-BI-10003364;58.34;2;0.0;28.0;3086
US-2017-132297;2017-05-27;2017-06-02;Standard Class;DW-13480;Jessica Smith;40214,Louisville;TEC-PH-10002834;539.97;3;0.0;134.99;3087
CA-2014-100328;2014-01-28;2014-02-03;Standard Class;JC-15340;Organic;10024,New York City;OFF-BI-10000343;3.93;1;0.2;1.33;3088
CA-2017-118773;2017-02-09;2017-02-14;Standard Class;TP-21415;Organic;77070,Houston;OFF-BI-10004584;252.78;4;0.8;-417.09;3089
CA-2017-118773;2017-02-09;2017-02-14;Standard Class;TP-21415;Organic;77070,Houston;TEC-AC-10002402;127.98;2;0.2;16.0;3090
CA-2017-118773;2017-02-09;2017-02-14;Standard Class;TP-21415;Organic;77070,Houston;FUR-FU-10000550;3.98;2;0.6;-2.69;3091
CA-2017-118773;2017-02-09;2017-02-14;Standard Class;TP-21415;Organic;77070,Houston;OFF-AP-10000055;12.99;2;0.8;-32.48;3092
US-2017-159205;2017-03-31;2017-04-02;Second Class;DB-12910;Daniel Gates;42420,Henderson;FUR-FU-10001591;61.0;5;0.0;25.62;3093
US-2017-159205;2017-03-31;2017-04-02;Second Class;DB-12910;Thompson Crawford;42420,Henderson;TEC-PH-10000526;671.93;7;0.0;188.14;3094
CA-2016-112123;2016-03-03;2016-03-08;Standard Class;BH-11710;Organic;19711,Newark;OFF-BI-10001071;447.86;7;0.0;219.45;3095
CA-2016-112123;2016-03-03;2016-03-08;Standard Class;BH-11710;Organic;19711,Newark;TEC-PH-10001557;479.95;5;0.0;129.59;3096
CA-2016-112123;2016-03-03;2016-03-08;Standard Class;BH-11710;Organic;19711,Newark;OFF-PA-10001977;166.44;3;0.0;79.89;3097
CA-2015-114468;2015-08-23;2015-08-23;Same Day;TD-20995;Organic;60440,Bolingbrook;OFF-SU-10004231;31.68;4;0.2;2.77;3098
CA-2015-114468;2015-08-23;2015-08-23;Same Day;TD-20995;Organic;60440,Bolingbrook;OFF-PA-10000809;10.37;2;0.2;3.63;3099
CA-2015-114468;2015-08-23;2015-08-23;Same Day;TD-20995;Organic;60440,Bolingbrook;OFF-FA-10003021;12.03;8;0.2;2.26;3100
CA-2015-114468;2015-08-23;2015-08-23;Same Day;TD-20995;Organic;60440,Bolingbrook;OFF-AP-10000696;5.77;2;0.8;-13.55;3101
CA-2017-135692;2017-04-27;2017-05-01;Standard Class;CV-12805;Daniel Gates;76106,Fort Worth;OFF-LA-10001158;33.12;4;0.2;11.59;3102
CA-2017-135692;2017-04-27;2017-05-01;Standard Class;CV-12805;Stella Given;76106,Fort Worth;FUR-BO-10002268;220.27;4;0.32;-42.11;3103
CA-2017-131233;2017-04-14;2017-04-19;Standard Class;CS-12355;Organic;10024,New York City;OFF-BI-10000829;10.78;3;0.2;3.5;3104
CA-2017-131233;2017-04-14;2017-04-19;Standard Class;CS-12355;Organic;10024,New York City;FUR-BO-10003441;242.35;3;0.2;9.09;3105
CA-2017-119578;2017-12-22;2017-12-27;Second Class;JG-15310;Thompson Crawford;2908,Providence;OFF-SU-10003505;695.16;6;0.0;34.76;3106
CA-2017-119578;2017-12-22;2017-12-27;Second Class;JG-15310;Thompson Crawford;2908,Providence;FUR-BO-10003660;220.98;1;0.0;50.83;3107
CA-2016-124562;2016-12-08;2016-12-12;Standard Class;JP-16135;Alan Ray;43229,Columbus;OFF-BI-10001267;12.96;7;0.7;-9.5;3108
US-2017-140074;2017-03-23;2017-03-29;Standard Class;EC-14050;Organic;10024,New York City;OFF-PA-10002741;25.68;6;0.0;11.56;3109
CA-2016-103037;2016-07-25;2016-07-29;Standard Class;KH-16630;Morris Garcia;77070,Houston;OFF-LA-10004345;15.71;4;0.2;5.7;3110
CA-2017-127460;2017-07-10;2017-07-14;Standard Class;FG-14260;Organic;60505,Aurora;OFF-ST-10004340;298.46;6;0.2;26.12;3111
CA-2016-121671;2016-07-17;2016-07-22;Standard Class;AA-10480;Organic;65807,Springfield;OFF-PA-10001471;21.93;3;0.0;10.09;3112
CA-2016-121671;2016-07-17;2016-07-22;Standard Class;AA-10480;Organic;65807,Springfield;OFF-ST-10002344;242.94;3;0.0;4.86;3113
CA-2016-121671;2016-07-17;2016-07-22;Standard Class;AA-10480;Organic;65807,Springfield;OFF-PA-10001892;7.64;1;0.0;3.74;3114
CA-2016-121671;2016-07-17;2016-07-22;Standard Class;AA-10480;Organic;65807,Springfield;OFF-PA-10001934;51.84;8;0.0;25.4;3115
CA-2016-121671;2016-07-17;2016-07-22;Standard Class;AA-10480;Organic;65807,Springfield;OFF-ST-10000078;265.17;1;0.0;47.73;3116
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;TEC-MA-10001972;837.6;3;0.2;62.82;3117
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;OFF-EN-10002504;135.9;5;0.0;63.87;3118
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;OFF-PA-10002160;34.68;6;0.0;16.99;3119
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;FUR-CH-10001973;532.7;6;0.2;-39.95;3120
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;OFF-AP-10001492;43.1;5;0.0;11.21;3121
CA-2016-150350;2016-08-23;2016-08-30;Standard Class;MS-17770;Organic;98105,Seattle;OFF-SU-10002189;15.88;4;0.0;0.16;3122
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Jessica Smith;33801,Lakeland;FUR-CH-10003312;1123.92;5;0.2;-182.64;3123
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Anne Wu;33801,Lakeland;TEC-PH-10002496;249.58;2;0.2;31.2;3124
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Mary Gerrard;33801,Lakeland;FUR-FU-10003464;48.67;3;0.2;7.3;3125
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Jessica Smith;33801,Lakeland;OFF-AR-10000380;60.77;2;0.2;7.6;3126
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Alan Ray;33801,Lakeland;OFF-BI-10004593;78.6;5;0.7;-62.88;3127
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Daniel Gates;33801,Lakeland;OFF-BI-10001308;3.77;2;0.7;-3.14;3128
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Sheila Stones;33801,Lakeland;OFF-ST-10001780;1036.62;2;0.2;51.83;3129
CA-2015-121720;2015-06-11;2015-06-12;First Class;JE-15610;Jessica Smith;33801,Lakeland;OFF-ST-10003816;563.81;4;0.2;21.14;3130
CA-2017-149895;2017-09-08;2017-09-12;Standard Class;EB-14110;Organic;19134,Philadelphia;TEC-PH-10002200;258.53;2;0.4;-47.4;3131
CA-2017-147564;2017-10-02;2017-10-06;Standard Class;BP-11155;Organic;10011,New York City;OFF-PA-10004438;49.12;4;0.0;23.09;3132
CA-2014-136399;2014-12-16;2014-12-17;First Class;CC-12100;Organic;90049,Los Angeles;FUR-FU-10004090;44.46;2;0.0;14.67;3133
CA-2014-136399;2014-12-16;2014-12-17;First Class;CC-12100;Organic;90049,Los Angeles;FUR-CH-10002602;241.57;2;0.2;18.12;3134
CA-2014-136399;2014-12-16;2014-12-17;First Class;CC-12100;Organic;90049,Los Angeles;TEC-AC-10001142;395.0;5;0.0;39.5;3135
CA-2014-136399;2014-12-16;2014-12-17;First Class;CC-12100;Organic;90049,Los Angeles;TEC-PH-10004977;627.17;4;0.2;70.56;3136
CA-2014-107916;2014-08-24;2014-08-26;First Class;JP-15460;Daniel Gates;11572,Oceanside;FUR-FU-10004586;13.28;2;0.0;6.37;3137
CA-2014-107916;2014-08-24;2014-08-26;First Class;JP-15460;Anne Wu;11572,Oceanside;OFF-BI-10001116;12.67;3;0.2;4.44;3138
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;OFF-BI-10000666;30.56;5;0.8;-45.84;3139
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;OFF-ST-10002583;77.95;3;0.2;-15.59;3140
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;TEC-PH-10004908;67.99;1;0.2;8.5;3141
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;OFF-EN-10001219;12.22;2;0.2;4.43;3142
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;TEC-AC-10004568;44.78;2;0.2;-0.56;3143
CA-2017-164168;2017-11-12;2017-11-18;Standard Class;LS-16975;Organic;75081,Dallas;FUR-FU-10001756;22.85;3;0.6;-17.71;3144
CA-2015-112557;2015-04-25;2015-04-28;First Class;JL-15850;Organic;10035,New York City;OFF-AP-10002311;206.43;3;0.0;90.83;3145
US-2014-122959;2014-12-12;2014-12-12;Same Day;CY-12745;Erica Jones;78207,San Antonio;OFF-BI-10003650;210.39;2;0.8;-336.63;3146
CA-2017-162572;2017-09-25;2017-09-27;Second Class;RB-19360;Organic;45231,Cincinnati;TEC-AC-10003628;119.96;5;0.2;35.99;3147
CA-2017-162572;2017-09-25;2017-09-27;Second Class;RB-19360;Organic;45231,Cincinnati;OFF-AR-10001547;10.61;6;0.2;0.93;3148
US-2016-148110;2016-09-05;2016-09-11;Standard Class;AR-10825;Mary Gerrard;78745,Austin;FUR-CH-10002647;347.8;7;0.3;-24.84;3149
CA-2017-131828;2017-02-11;2017-02-13;Second Class;CS-11845;Thompson Crawford;98105,Seattle;FUR-CH-10004495;963.14;4;0.2;108.35;3150
CA-2017-131828;2017-02-11;2017-02-13;Second Class;CS-11845;Stella Given;98105,Seattle;TEC-PH-10002923;88.78;3;0.2;7.77;3151
CA-2014-109218;2014-06-30;2014-07-03;Second Class;AR-10825;Erica Jones;90004,Los Angeles;OFF-AR-10001374;32.4;5;0.0;10.37;3152
CA-2016-120558;2016-06-07;2016-06-10;First Class;RD-19810;Organic;10035,New York City;OFF-PA-10003441;32.4;5;0.0;15.55;3153
US-2014-109036;2014-12-20;2014-12-25;Standard Class;KH-16510;Organic;98103,Seattle;OFF-LA-10002043;31.05;3;0.0;14.9;3154
CA-2015-147830;2015-12-15;2015-12-18;First Class;NF-18385;Organic;43055,Newark;TEC-AC-10002049;2025.36;6;0.2;607.61;3155
CA-2015-147830;2015-12-15;2015-12-18;First Class;NF-18385;Organic;43055,Newark;TEC-MA-10000418;1799.99;2;0.7;-2639.99;3156
CA-2015-147830;2015-12-15;2015-12-18;First Class;NF-18385;Organic;43055,Newark;TEC-PH-10004908;101.99;2;0.4;-17.0;3157
CA-2015-147830;2015-12-15;2015-12-18;First Class;NF-18385;Organic;43055,Newark;FUR-FU-10004091;262.86;7;0.2;69.0;3158
CA-2017-150497;2017-07-20;2017-07-24;Standard Class;SM-20950;Sheila Stones;55369,Maple Grove;OFF-BI-10004600;735.98;2;0.0;331.19;3159
CA-2014-128986;2014-08-03;2014-08-05;Second Class;GH-14410;Organic;85301,Glendale;OFF-PA-10001289;93.02;3;0.2;33.72;3160
CA-2015-139584;2015-08-24;2015-08-28;Standard Class;EM-13810;Alan Ray;10009,New York City;FUR-TA-10001539;284.36;2;0.4;-75.83;3161
CA-2015-139584;2015-08-24;2015-08-28;Standard Class;EM-13810;Stella Given;10009,New York City;TEC-AC-10001266;26.0;2;0.0;11.7;3162
US-2016-162677;2016-03-26;2016-03-27;First Class;DB-13210;Organic;28540,Jacksonville;OFF-ST-10001291;67.64;5;0.2;5.92;3163
US-2016-162677;2016-03-26;2016-03-27;First Class;DB-13210;Organic;28540,Jacksonville;TEC-AC-10001314;119.98;3;0.2;-18.0;3164
US-2014-150924;2014-09-12;2014-09-16;Second Class;PT-19090;Organic;77070,Houston;OFF-BI-10004040;5.18;5;0.8;-8.03;3165
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;OFF-EN-10001539;15.56;2;0.0;7.31;3166
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;OFF-EN-10004483;78.35;5;0.0;36.82;3167
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;OFF-AR-10001615;59.52;3;0.0;15.48;3168
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;OFF-PA-10000327;38.52;9;0.0;17.33;3169
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;TEC-PH-10001299;239.98;2;0.2;24.0;3170
CA-2014-153969;2014-09-21;2014-09-25;Standard Class;HF-14995;Organic;94109,San Francisco;OFF-PA-10002246;19.35;3;0.0;9.48;3171
CA-2016-146682;2016-10-29;2016-10-31;First Class;KW-16435;Organic;48911,Lansing;FUR-FU-10002671;67.0;5;0.0;32.16;3172
CA-2016-138695;2016-05-28;2016-06-03;Standard Class;KC-16675;Jimmy Grey;32303,Tallahassee;FUR-CH-10003833;390.27;8;0.2;-24.39;3173
CA-2016-138695;2016-05-28;2016-06-03;Standard Class;KC-16675;Jessica Smith;32303,Tallahassee;OFF-PA-10001667;62.19;13;0.2;19.44;3174
CA-2017-107461;2017-12-21;2017-12-26;Second Class;PK-19075;Organic;29203,Columbia;OFF-BI-10002003;23.88;6;0.0;11.22;3175
US-2016-133879;2016-03-21;2016-03-28;Standard Class;KT-16465;Organic;60623,Chicago;OFF-BI-10004465;3.17;2;0.8;-4.75;3176
US-2016-133879;2016-03-21;2016-03-28;Standard Class;KT-16465;Organic;60623,Chicago;FUR-CH-10000665;528.43;5;0.3;0.0;3177
US-2016-133879;2016-03-21;2016-03-28;Standard Class;KT-16465;Organic;60623,Chicago;OFF-AR-10004956;13.39;3;0.2;1.51;3178
CA-2017-157483;2017-11-11;2017-11-18;Standard Class;EP-13915;Organic;48227,Detroit;OFF-AR-10004260;181.86;7;0.0;50.92;3179
US-2017-132059;2017-09-23;2017-09-29;Standard Class;AP-10915;Organic;80525,Fort Collins;FUR-BO-10001811;180.59;2;0.7;-240.78;3180
US-2017-132059;2017-09-23;2017-09-29;Standard Class;AP-10915;Organic;80525,Fort Collins;TEC-AC-10003280;47.98;2;0.2;0.6;3181
CA-2017-122280;2017-09-10;2017-09-10;Same Day;SH-20395;Organic;10024,New York City;OFF-PA-10004911;18.76;2;0.0;9.0;3182
CA-2017-105235;2017-12-05;2017-12-11;Standard Class;SM-20950;Morris Garcia;10011,New York City;FUR-FU-10001487;20.94;3;0.0;6.07;3183
CA-2017-105235;2017-12-05;2017-12-11;Standard Class;SM-20950;Alan Ray;10011,New York City;FUR-FU-10000521;58.68;2;0.0;18.19;3184
CA-2017-105235;2017-12-05;2017-12-11;Standard Class;SM-20950;Daniel Gates;10011,New York City;OFF-AP-10001271;254.9;5;0.0;68.82;3185
CA-2017-152912;2017-11-09;2017-11-12;Second Class;BM-11650;Thompson Crawford;21044,Columbia;OFF-BI-10004728;9.64;2;0.0;4.43;3186
CA-2017-152912;2017-11-09;2017-11-12;Second Class;BM-11650;Stella Given;21044,Columbia;TEC-AC-10004666;826.62;3;0.0;355.45;3187
CA-2017-152912;2017-11-09;2017-11-12;Second Class;BM-11650;Thompson Crawford;21044,Columbia;OFF-ST-10003208;1633.14;9;0.0;473.61;3188
CA-2017-152912;2017-11-09;2017-11-12;Second Class;BM-11650;Mary Gerrard;21044,Columbia;OFF-ST-10003208;544.38;3;0.0;157.87;3189
CA-2014-123498;2014-11-07;2014-11-09;First Class;TC-20980;Abigail Thompson;77041,Houston;OFF-BI-10000632;26.05;3;0.8;-44.28;3190
CA-2014-123498;2014-11-07;2014-11-09;First Class;TC-20980;Erica Jones;77041,Houston;OFF-EN-10004773;74.35;3;0.2;26.95;3191
CA-2017-159352;2017-03-12;2017-03-17;Standard Class;KB-16585;Daniel Gates;1852,Lowell;TEC-PH-10004700;69.93;7;0.0;32.17;3192
US-2017-146416;2017-10-20;2017-10-22;Second Class;JE-16165;Jessica Smith;95695,Woodland;OFF-LA-10003714;3.75;1;0.0;1.8;3193
US-2017-146416;2017-10-20;2017-10-22;Second Class;JE-16165;Anne Wu;95695,Woodland;OFF-BI-10001787;20.93;4;0.2;7.59;3194
US-2015-163783;2015-12-27;2016-01-01;Standard Class;DR-12940;Organic;60610,Chicago;OFF-ST-10002957;12.67;3;0.2;-3.17;3195
CA-2017-123981;2017-10-02;2017-10-08;Standard Class;RW-19630;Stella Given;10035,New York City;TEC-PH-10002115;65.99;1;0.0;17.16;3196
CA-2017-158953;2017-06-04;2017-06-08;Standard Class;ML-18040;Jessica Smith;77489,Missouri City;OFF-BI-10002557;6.37;7;0.8;-9.56;3197
CA-2014-165428;2014-09-01;2014-09-04;First Class;JL-15130;Organic;77036,Houston;OFF-BI-10002949;3.65;3;0.8;-6.02;3198
CA-2014-165428;2014-09-01;2014-09-04;First Class;JL-15130;Organic;77036,Houston;OFF-PA-10004100;31.1;6;0.2;10.89;3199
CA-2016-169026;2016-08-08;2016-08-13;Standard Class;CM-12655;Organic;39212,Jackson;OFF-FA-10001883;23.34;3;0.0;0.23;3200
CA-2017-109750;2017-07-22;2017-07-28;Standard Class;FH-14365;Thompson Crawford;10009,New York City;TEC-PH-10000702;29.97;3;0.0;14.09;3201
CA-2015-149384;2015-07-10;2015-07-10;Same Day;EH-13945;Organic;85281,Tempe;OFF-BI-10003196;3.37;3;0.7;-2.24;3202
CA-2014-131527;2014-12-01;2014-12-07;Standard Class;TB-21280;Organic;28540,Jacksonville;TEC-PH-10001644;95.97;4;0.2;9.6;3203
CA-2017-164000;2017-12-18;2017-12-22;Standard Class;AH-10030;Thompson Crawford;19134,Philadelphia;OFF-AR-10003183;18.7;7;0.2;2.34;3204
CA-2014-164224;2014-05-18;2014-05-20;Second Class;TT-21070;Organic;44312,Akron;FUR-FU-10000308;149.23;3;0.2;3.73;3205
CA-2014-164224;2014-05-18;2014-05-20;Second Class;TT-21070;Organic;44312,Akron;OFF-PA-10001526;15.94;4;0.2;5.78;3206
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;TEC-PH-10002103;601.54;8;0.2;60.15;3207
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;TEC-AC-10004209;10.99;1;0.0;4.29;3208
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;FUR-FU-10000397;39.88;2;0.0;11.17;3209
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;OFF-PA-10002137;62.24;8;0.0;28.01;3210
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;FUR-FU-10001867;53.2;5;0.0;14.9;3211
CA-2014-158372;2014-11-10;2014-11-16;Standard Class;RD-19900;Organic;92037,San Diego;OFF-LA-10000407;39.84;8;0.0;18.33;3212
